idciudad,ciudad,estadoid
940,SAN PEDRO LAGUNILLAS,18
941,SANTA MARÍA DEL ORO,18
942,SANTIAGO IXCUINTLA,18
943,TECUALA,18
944,TEPIC,18
945,TUXPAN,18
946,LA YESCA,18
947,BAHÍA DE BANDERAS,18
948,ABASOLO,19
949,AGUALEGUAS,19
950,LOS ALDAMAS,19
951,ALLENDE,19
952,ANÁHUAC,19
953,APODACA,19
954,ARAMBERRI,19
955,BUSTAMANTE,19
956,CADEREYTA JIMÉNEZ,19
957,EL CARMEN,19
958,CERRALVO,19
959,CIÉNEGA DE FLORES,19
960,CHINA,19
961,DOCTOR ARROYO,19
962,DOCTOR COSS,19
963,DOCTOR GONZÁLEZ,19
964,GALEANA,19
965,GARCÍA,19
966,SAN PEDRO GARZA GARCÍA,19
967,GENERAL BRAVO,19
968,GENERAL ESCOBEDO,19
969,GENERAL TERÁN,19
970,GENERAL TREVIÑO,19
971,GENERAL ZARAGOZA,19
972,GENERAL ZUAZUA,19
973,GUADALUPE,19
974,LOS HERRERAS,19
975,HIGUERAS,19
976,HUALAHUISES,19
977,ITURBIDE,19
978,JUÁREZ,19
979,LAMPAZOS DE NARANJO,19
980,LINARES,19
981,MARÍN,19
982,MELCHOR OCAMPO,19
983,MIER Y NORIEGA,19
984,MINA,19
985,MONTEMORELOS,19
986,MONTERREY,19
987,PARÁS,19
988,PESQUERÍA,19
989,LOS RAMONES,19
990,RAYONES,19
991,SABINAS HIDALGO,19
992,SALINAS VICTORIA,19
993,SAN NICOLÁS DE LOS GARZA,19
994,HIDALGO,19
995,SANTA CATARINA,19
996,SANTIAGO,19
997,VALLECILLO,19
998,VILLALDAMA,19
999,ABEJONES,20
1000,ACATLÁN DE PÉREZ FIGUEROA,20
1001,ASUNCIÓN CACALOTEPEC,20
1002,ASUNCIÓN CUYOTEPEJI,20
1003,ASUNCIÓN IXTALTEPEC,20
1004,ASUNCIÓN NOCHIXTLÁN,20
1005,ASUNCIÓN OCOTLÁN,20
1006,ASUNCIÓN TLACOLULITA,20
1007,AYOTZINTEPEC,20
1008,EL BARRIO DE LA SOLEDAD,20
1009,CALIHUALÁ,20
1010,CANDELARIA LOXICHA,20
1011,CIÉNEGA DE ZIMATLÁN,20
1012,CIUDAD IXTEPEC,20
1013,COATECAS ALTAS,20
1014,COICOYÁN DE LAS FLORES,20
1015,LA COMPAÑÍA,20
1016,CONCEPCIÓN BUENAVISTA,20
1017,CONCEPCIÓN PÁPALO,20
1018,CONSTANCIA DEL ROSARIO,20
1019,COSOLAPA,20
1020,COSOLTEPEC,20
1021,CUILÁPAM DE GUERRERO,20
1022,CUYAMECALCO VILLA DE ZARAGOZA,20
1023,CHAHUITES,20
1024,CHALCATONGO DE HIDALGO,20
1025,CHIQUIHUITLÁN DE BENITO JUÁREZ,20
1026,HEROICA CIUDAD DE EJUTLA DE CRESPO,20
1027,ELOXOCHITLÁN DE FLORES MAGÓN,20
1028,EL ESPINAL,20
1029,TAMAZULÁPAM DEL ESPÍRITU SANTO,20
1030,FRESNILLO DE TRUJANO,20
1031,GUADALUPE ETLA,20
1032,GUADALUPE DE RAMÍREZ,20
1033,GUELATAO DE JUÁREZ,20
1034,GUEVEA DE HUMBOLDT,20
1035,MESONES HIDALGO,20
1036,VILLA HIDALGO,20
1037,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,20
1038,HUAUTEPEC,20
1039,HUAUTLA DE JIMÉNEZ,20
1040,IXTLÁN DE JUÁREZ,20
1041,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA,20
1042,LOMA BONITA,20
1043,MAGDALENA APASCO,20
1044,MAGDALENA JALTEPEC,20
1045,SANTA MAGDALENA JICOTLÁN,20
1046,MAGDALENA MIXTEPEC,20
1047,MAGDALENA OCOTLÁN,20
1048,MAGDALENA PEÑASCO,20
1049,MAGDALENA TEITIPAC,20
1050,MAGDALENA TEQUISISTLÁN,20
1051,MAGDALENA TLACOTEPEC,20
1052,MAGDALENA ZAHUATLÁN,20
1053,MARISCALA DE JUÁREZ,20
1054,MÁRTIRES DE TACUBAYA,20
1055,MATÍAS ROMERO AVENDAÑO,20
1056,MAZATLÁN VILLA DE FLORES,20
1057,MIAHUATLÁN DE PORFIRIO DÍAZ,20
1058,MIXISTLÁN DE LA REFORMA,20
1059,MONJAS,20
1060,NATIVIDAD,20
1061,NAZARENO ETLA,20
1062,NEJAPA DE MADERO,20
1063,IXPANTEPEC NIEVES,20
1064,SANTIAGO NILTEPEC,20
1065,OAXACA DE JUÁREZ,20
1066,OCOTLÁN DE MORELOS,20
1067,LA PE,20
1068,PINOTEPA DE DON LUIS,20
1069,PLUMA HIDALGO,20
1070,SAN JOSÉ DEL PROGRESO,20
1071,PUTLA VILLA DE GUERRERO,20
1072,SANTA CATARINA QUIOQUITANI,20
1073,REFORMA DE PINEDA,20
1074,LA REFORMA,20
1075,REYES ETLA,20
1076,ROJAS DE CUAUHTÉMOC,20
1077,SALINA CRUZ,20
1078,SAN AGUSTÍN AMATENGO,20
1079,SAN AGUSTÍN ATENANGO,20
1080,SAN AGUSTÍN CHAYUCO,20
1081,SAN AGUSTÍN DE LAS JUNTAS,20
1082,SAN AGUSTÍN ETLA,20
1083,SAN AGUSTÍN LOXICHA,20
1084,SAN AGUSTÍN TLACOTEPEC,20
1085,SAN AGUSTÍN YATARENI,20
1086,SAN ANDRÉS CABECERA NUEVA,20
1087,SAN ANDRÉS DINICUITI,20
1088,SAN ANDRÉS HUAXPALTEPEC,20
1089,SAN ANDRÉS HUAYÁPAM,20
1090,SAN ANDRÉS IXTLAHUACA,20
1091,SAN ANDRÉS LAGUNAS,20
1092,SAN ANDRÉS NUXIÑO,20
1093,SAN ANDRÉS PAXTLÁN,20
1094,SAN ANDRÉS SINAXTLA,20
1095,SAN ANDRÉS SOLAGA,20
1096,SAN ANDRÉS TEOTILÁLPAM,20
1097,SAN ANDRÉS TEPETLAPA,20
1098,SAN ANDRÉS YAÁ,20
1099,SAN ANDRÉS ZABACHE,20
1100,SAN ANDRÉS ZAUTLA,20
1101,SAN ANTONINO CASTILLO VELASCO,20
1102,SAN ANTONINO EL ALTO,20
1103,SAN ANTONINO MONTE VERDE,20
1104,SAN ANTONIO ACUTLA,20
1105,SAN ANTONIO DE LA CAL,20
1106,SAN ANTONIO HUITEPEC,20
1107,SAN ANTONIO NANAHUATÍPAM,20
1108,SAN ANTONIO SINICAHUA,20
1109,SAN ANTONIO TEPETLAPA,20
1110,SAN BALTAZAR CHICHICÁPAM,20
1111,SAN BALTAZAR LOXICHA,20
1112,SAN BALTAZAR YATZACHI EL BAJO,20
1113,SAN BARTOLO COYOTEPEC,20
1114,SAN BARTOLOMÉ AYAUTLA,20
1115,SAN BARTOLOMÉ LOXICHA,20
1116,SAN BARTOLOMÉ QUIALANA,20
1117,SAN BARTOLOMÉ YUCUAÑE,20
1118,SAN BARTOLOMÉ ZOOGOCHO,20
1119,SAN BARTOLO SOYALTEPEC,20
1120,SAN BARTOLO YAUTEPEC,20
1121,SAN BERNARDO MIXTEPEC,20
1122,SAN BLAS ATEMPA,20
1123,SAN CARLOS YAUTEPEC,20
1124,SAN CRISTÓBAL AMATLÁN,20
1125,SAN CRISTÓBAL AMOLTEPEC,20
1126,SAN CRISTÓBAL LACHIRIOAG,20
1127,SAN CRISTÓBAL SUCHIXTLAHUACA,20
1128,SAN DIONISIO DEL MAR,20
1129,SAN DIONISIO OCOTEPEC,20
1130,SAN DIONISIO OCOTLÁN,20
1131,SAN ESTEBAN ATATLAHUCA,20
1132,SAN FELIPE JALAPA DE DÍAZ,20
1133,SAN FELIPE TEJALÁPAM,20
1134,SAN FELIPE USILA,20
1135,SAN FRANCISCO CAHUACUÁ,20
1136,SAN FRANCISCO CAJONOS,20
1137,SAN FRANCISCO CHAPULAPA,20
1138,SAN FRANCISCO CHINDÚA,20
1139,SAN FRANCISCO DEL MAR,20
1140,SAN FRANCISCO HUEHUETLÁN,20
1141,SAN FRANCISCO IXHUATÁN,20
1142,SAN FRANCISCO JALTEPETONGO,20
1143,SAN FRANCISCO LACHIGOLÓ,20
1144,SAN FRANCISCO LOGUECHE,20
1145,SAN FRANCISCO NUXAÑO,20
1146,SAN FRANCISCO OZOLOTEPEC,20
1147,SAN FRANCISCO SOLA,20
1148,SAN FRANCISCO TELIXTLAHUACA,20
1149,SAN FRANCISCO TEOPAN,20
1150,SAN FRANCISCO TLAPANCINGO,20
1151,SAN GABRIEL MIXTEPEC,20
1152,SAN ILDEFONSO AMATLÁN,20
1153,SAN ILDEFONSO SOLA,20
1154,SAN ILDEFONSO VILLA ALTA,20
1155,SAN JACINTO AMILPAS,20
1156,SAN JACINTO TLACOTEPEC,20
1157,SAN JERÓNIMO COATLÁN,20
1158,SAN JERÓNIMO SILACAYOAPILLA,20
1159,SAN JERÓNIMO SOSOLA,20
1160,SAN JERÓNIMO TAVICHE,20
1161,SAN JERÓNIMO TECÓATL,20
1162,SAN JORGE NUCHITA,20
1163,SAN JOSÉ AYUQUILA,20
1164,SAN JOSÉ CHILTEPEC,20
1165,SAN JOSÉ DEL PEÑASCO,20
1166,SAN JOSÉ ESTANCIA GRANDE,20
1167,SAN JOSÉ INDEPENDENCIA,20
1168,SAN JOSÉ LACHIGUIRI,20
1169,SAN JOSÉ TENANGO,20
1170,SAN JUAN ACHIUTLA,20
1171,SAN JUAN ATEPEC,20
1172,ÁNIMAS TRUJANO,20
1173,SAN JUAN BAUTISTA ATATLAHUCA,20
1174,SAN JUAN BAUTISTA COIXTLAHUACA,20
1175,SAN JUAN BAUTISTA CUICATLÁN,20
1176,SAN JUAN BAUTISTA GUELACHE,20
1177,SAN JUAN BAUTISTA JAYACATLÁN,20
1178,SAN JUAN BAUTISTA LO DE SOTO,20
1179,SAN JUAN BAUTISTA SUCHITEPEC,20
1180,SAN JUAN BAUTISTA TLACOATZINTEPEC,20
1181,SAN JUAN BAUTISTA TLACHICHILCO,20
1182,SAN JUAN BAUTISTA TUXTEPEC,20
1183,SAN JUAN CACAHUATEPEC,20
1184,SAN JUAN CIENEGUILLA,20
1185,SAN JUAN COATZÓSPAM,20
1186,SAN JUAN COLORADO,20
1187,SAN JUAN COMALTEPEC,20
1188,SAN JUAN COTZOCÓN,20
1189,SAN JUAN CHICOMEZÚCHIL,20
1190,SAN JUAN CHILATECA,20
1191,SAN JUAN DEL ESTADO,20
1192,SAN JUAN DEL RÍO,20
1193,SAN JUAN DIUXI,20
1194,SAN JUAN EVANGELISTA ANALCO,20
1195,SAN JUAN GUELAVÍA,20
1196,SAN JUAN GUICHICOVI,20
1197,SAN JUAN IHUALTEPEC,20
1198,SAN JUAN JUQUILA MIXES,20
1199,SAN JUAN JUQUILA VIJANOS,20
1200,SAN JUAN LACHAO,20
1201,SAN JUAN LACHIGALLA,20
1202,SAN JUAN LAJARCIA,20
1203,SAN JUAN LALANA,20
1204,SAN JUAN DE LOS CUÉS,20
1205,SAN JUAN MAZATLÁN,20
1206,SAN JUAN MIXTEPEC,20
1207,SAN JUAN MIXTEPEC,20
1208,SAN JUAN ÑUMÍ,20
1209,SAN JUAN OZOLOTEPEC,20
1210,SAN JUAN PETLAPA,20
1211,SAN JUAN QUIAHIJE,20
1212,SAN JUAN QUIOTEPEC,20
1213,SAN JUAN SAYULTEPEC,20
1214,SAN JUAN TABAÁ,20
1215,SAN JUAN TAMAZOLA,20
1216,SAN JUAN TEITA,20
1217,SAN JUAN TEITIPAC,20
1218,SAN JUAN TEPEUXILA,20
1219,SAN JUAN TEPOSCOLULA,20
1220,SAN JUAN YAEÉ,20
1221,SAN JUAN YATZONA,20
1222,SAN JUAN YUCUITA,20
1223,SAN LORENZO,20
1224,SAN LORENZO ALBARRADAS,20
1225,SAN LORENZO CACAOTEPEC,20
1226,SAN LORENZO CUAUNECUILTITLA,20
1227,SAN LORENZO TEXMELÚCAN,20
1228,SAN LORENZO VICTORIA,20
1229,SAN LUCAS CAMOTLÁN,20
1230,SAN LUCAS OJITLÁN,20
1231,SAN LUCAS QUIAVINÍ,20
1232,SAN LUCAS ZOQUIÁPAM,20
1233,SAN LUIS AMATLÁN,20
1234,SAN MARCIAL OZOLOTEPEC,20
1235,SAN MARCOS ARTEAGA,20
1236,SAN MARTÍN DE LOS CANSECOS,20
1237,SAN MARTÍN HUAMELÚLPAM,20
1238,SAN MARTÍN ITUNYOSO,20
1239,SAN MARTÍN LACHILÁ,20
1240,SAN MARTÍN PERAS,20
1241,SAN MARTÍN TILCAJETE,20
1242,SAN MARTÍN TOXPALAN,20
1243,SAN MARTÍN ZACATEPEC,20
1244,SAN MATEO CAJONOS,20
1245,CAPULÁLPAM DE MÉNDEZ,20
1246,SAN MATEO DEL MAR,20
1247,SAN MATEO YOLOXOCHITLÁN,20
1248,SAN MATEO ETLATONGO,20
1249,SAN MATEO NEJÁPAM,20
1250,SAN MATEO PEÑASCO,20
1251,SAN MATEO PIÑAS,20
1252,SAN MATEO RÍO HONDO,20
1253,SAN MATEO SINDIHUI,20
1254,SAN MATEO TLAPILTEPEC,20
1255,SAN MELCHOR BETAZA,20
1256,SAN MIGUEL ACHIUTLA,20
1257,SAN MIGUEL AHUEHUETITLÁN,20
1258,SAN MIGUEL ALOÁPAM,20
1259,SAN MIGUEL AMATITLÁN,20
1260,SAN MIGUEL AMATLÁN,20
1261,SAN MIGUEL COATLÁN,20
1262,SAN MIGUEL CHICAHUA,20
1263,SAN MIGUEL CHIMALAPA,20
1264,SAN MIGUEL DEL PUERTO,20
1265,SAN MIGUEL DEL RÍO,20
1266,SAN MIGUEL EJUTLA,20
1267,SAN MIGUEL EL GRANDE,20
1268,SAN MIGUEL HUAUTLA,20
1269,SAN MIGUEL MIXTEPEC,20
1270,SAN MIGUEL PANIXTLAHUACA,20
1271,SAN MIGUEL PERAS,20
1272,SAN MIGUEL PIEDRAS,20
1273,SAN MIGUEL QUETZALTEPEC,20
1274,SAN MIGUEL SANTA FLOR,20
1275,VILLA SOLA DE VEGA,20
1276,SAN MIGUEL SOYALTEPEC,20
1277,SAN MIGUEL SUCHIXTEPEC,20
1278,VILLA TALEA DE CASTRO,20
1279,SAN MIGUEL TECOMATLÁN,20
1280,SAN MIGUEL TENANGO,20
1281,SAN MIGUEL TEQUIXTEPEC,20
1282,SAN MIGUEL TILQUIÁPAM,20
1283,SAN MIGUEL TLACAMAMA,20
1284,SAN MIGUEL TLACOTEPEC,20
1285,SAN MIGUEL TULANCINGO,20
1286,SAN MIGUEL YOTAO,20
1287,SAN NICOLÁS,20
1288,SAN NICOLÁS HIDALGO,20
1289,SAN PABLO COATLÁN,20
1290,SAN PABLO CUATRO VENADOS,20
1291,SAN PABLO ETLA,20
1292,SAN PABLO HUITZO,20
1293,SAN PABLO HUIXTEPEC,20
1294,SAN PABLO MACUILTIANGUIS,20
1295,SAN PABLO TIJALTEPEC,20
1296,SAN PABLO VILLA DE MITLA,20
1297,SAN PABLO YAGANIZA,20
1298,SAN PEDRO AMUZGOS,20
1299,SAN PEDRO APÓSTOL,20
1300,SAN PEDRO ATOYAC,20
1301,SAN PEDRO CAJONOS,20
1302,SAN PEDRO COXCALTEPEC CÁNTAROS,20
1303,SAN PEDRO COMITANCILLO,20
1304,SAN PEDRO EL ALTO,20
1305,SAN PEDRO HUAMELULA,20
1306,SAN PEDRO HUILOTEPEC,20
1307,SAN PEDRO IXCATLÁN,20
1308,SAN PEDRO IXTLAHUACA,20
1309,SAN PEDRO JALTEPETONGO,20
1310,SAN PEDRO JICAYÁN,20
1311,SAN PEDRO JOCOTIPAC,20
1312,SAN PEDRO JUCHATENGO,20
1313,SAN PEDRO MÁRTIR,20
1314,SAN PEDRO MÁRTIR QUIECHAPA,20
1315,SAN PEDRO MÁRTIR YUCUXACO,20
1316,SAN PEDRO MIXTEPEC,20
1317,SAN PEDRO MIXTEPEC,20
1318,SAN PEDRO MOLINOS,20
1319,SAN PEDRO NOPALA,20
